3432,1336,952,12,5,209,11,10,21,16,4
1200,2654,788,64,19,4070,36,33,15,19,8
2281,1113,697,43,5,4066,40,29,69,76,7
3579,1542,917,24,5,1805,1,0,1,3,1
1583,338,237,64,5,1603,0,0,0,1,0
2318,2285,0,0,19,575,10,6,6,6,4
3474,647,588,84,19,1440,1,0,0,1,0
3432,44,0,14,5,1189,1,2,2,4,0
2434,1113,697,43,5,1042,40,29,69,76,7
2681,272,0,0,16,3437,7,19,3,5,44
3421,1058,0,0,16,1434,1,2,0,0,3
1647,1354,429,0,16,775,1,4,3,3,0
2420,2686,0,64,5,1586,0,0,0,1,0
2971,1417,952,3,19,2655,31,39,31,37,8
3774,1744,944,14,19,2460,33,24,32,35,5
2189,2335,397,14,19,31,28,23,38,34,7
3747,669,0,14,19,336,4,0,1,1,0
1272,1451,0,9,19,926,0,1,0,0,1
31,2096,1118,50,16,1434,0,0,0,0,0
2904,2501,723,0,16,1766,3,5,3,2,1
3347,2436,720,0,16,1648,9,11,5,2,10
3326,1954,364,29,19,1557,34,32,58,33,19
462,1432,0,55,19,867,0,1,2,0,0
1904,2130,331,55,19,2070,1,0,1,1,0
1828,639,199,71,19,373,2,5,0,2,0
421,1113,697,43,5,351,40,29,69,76,7
3645,1788,944,71,5,611,3,1,6,3,0
2660,182,645,20,5,3265,70,71,160,163,9
462,2348,953,48,19,1908,3,5,11,11,1
3326,1382,788,64,19,3961,5,3,6,2,1
1669,1715,919,64,19,1662,2,6,1,0,1
3217,775,696,43,19,2153,63,114,51,37,61
1766,1954,364,29,19,4291,34,32,58,33,19
3587,719,0,0,5,3458,11,8,5,1,9
58,2692,0,64,16,2704,0,2,2,0,0
2346,151,547,48,5,1411,0,1,2,3,0
2610,1247,1170,50,19,3970,0,0,1,0,2
2420,1919,343,14,19,3604,0,3,1,1,0
2641,1581,0,14,5,2279,2,6,1,4,1
1605,99,0,0,16,2522,1,4,4,1,0
2972,2156,556,46,19,1446,0,0,1,0,0
1180,215,944,68,10,358,18,12,22,41,0
2218,876,437,71,19,718,9,6,4,4,4
3787,2153,929,81,19,4322,19,6,16,14,2
1060,409,0,0,16,934,11,43,8,5,105
1014,2375,0,0,16,4102,0,0,1,0,0
3326,1744,944,14,19,2980,33,24,32,35,5
3083,2407,947,64,19,1550,5,8,8,8,3
3756,272,0,0,16,3437,7,19,3,5,44
3189,1985,1117,0,19,2888,0,0,0,0,1
3326,985,697,42,14,2888,3,2,5,6,0
3467,2580,851,0,5,1648,1,2,3,1,0
1145,2529,944,55,5,1444,2,3,2,7,0
216,2123,397,20,5,825,0,0,1,0,1
282,1834,212,64,10,2855,0,0,2,4,0
3326,2432,50,43,19,238,9,11,10,7,3
2177,2079,0,0,5,2644,0,0,1,2,0
1977,636,925,6,19,3532,0,3,0,0,0
128,2363,361,0,5,2980,1,1,0,1,0
2569,1893,467,64,19,2355,0,0,1,0,0
3578,33,925,14,5,591,6,5,4,11,1
3656,447,399,41,19,1397,10,17,27,19,8
279,2368,872,55,5,1805,0,0,0,0,0
2210,876,437,71,19,1421,9,6,4,4,4
3138,101,904,78,16,2299,0,0,2,0,0
797,802,0,14,16,1353,0,0,1,0,0
1422,1064,1063,64,19,2342,11,3,8,6,5
1314,657,1092,55,5,1066,7,4,5,4,1
2833,2860,1170,64,5,1586,5,1,8,12,1
3747,1746,736,48,5,131,0,2,4,4,0
2520,98,0,0,16,1411,4,0,1,1,1
802,2785,0,0,16,3925,2,3,1,2,3
3721,2645,995,21,16,3578,0,0,0,1,0
1707,1080,916,16,5,1260,3,0,4,3,0
2544,409,0,0,16,934,11,43,8,5,105
2189,906,809,0,16,1372,14,18,15,11,36
2479,1928,1117,0,19,960,0,0,0,0,0
492,1113,697,43,5,1536,40,29,69,76,7
3716,2501,723,0,16,388,3,5,3,2,1
730,215,944,68,10,353,18,12,22,41,0
2168,215,944,68,10,1487,18,12,22,41,0
3796,2654,788,64,19,1228,36,33,15,19,8
2633,2823,517,41,10,983,0,0,0,1,0
128,33,925,14,5,2840,6,5,4,11,1
1664,1623,225,64,19,1411,2,5,1,3,0
2189,241,947,48,19,2270,2,1,0,0,0
3220,881,0,0,19,718,2,3,3,0,0
1329,1436,559,46,19,1958,1,0,0,0,0
3326,630,328,81,19,2197,0,1,0,0,0
2420,923,0,14,5,1586,5,4,4,5,3
3809,209,0,0,19,2888,7,12,3,2,4
3212,274,1082,50,5,2439,0,0,0,0,0
2519,2262,0,0,19,951,0,1,0,0,0
1443,1777,254,81,19,2766,2,4,1,2,1
462,2473,0,2,19,236,9,19,9,6,6
2196,2247,39,0,16,318,0,0,0,1,0
3461,182,645,20,5,1855,70,71,160,163,9
382,33,925,14,5,3116,6,5,4,11,1
350,2756,666,48,19,3292,0,0,0,0,1
3449,2535,944,48,5,825,3,4,5,8,1
434,2030,0,0,18,575,0,0,3,0,0
3410,1400,401,48,19,2766,9,8,10,18,3
2026,182,645,20,5,3685,70,71,160,163,9
3543,1953,787,25,19,2838,7,6,5,7,0
2953,1132,929,14,19,1601,0,0,1,0,0
3526,469,479,81,5,2766,1,0,0,0,0
1722,2354,115,43,5,3518,0,0,0,2,0
2135,389,929,43,5,1158,0,0,0,0,0
3412,1690,952,59,19,2851,2,2,4,2,0
304,1785,807,64,5,4093,1,0,0,0,0
3796,1336,952,12,5,603,11,10,21,16,4
3513,2133,944,68,5,37,0,0,1,0,0
852,916,0,0,16,1250,0,0,0,1,0
2326,727,0,0,5,2279,1,2,3,1,0
2730,25,472,43,16,2542,0,1,0,1,0
1713,2624,186,0,16,2623,0,0,0,1,0
1707,1080,916,16,5,1805,3,0,4,3,0
3326,2248,122,25,19,3882,7,8,10,12,3
2326,639,199,71,19,376,2,5,0,2,0
2730,2001,0,0,19,811,11,5,7,2,5
306,1587,0,64,5,2766,1,0,1,0,0
2724,2529,944,55,5,1805,2,3,2,7,0
2174,1167,1033,55,15,1397,0,1,0,0,1
2490,2332,397,64,19,390,30,30,42,23,18
3302,2747,537,50,5,1219,0,0,0,1,0
3796,1249,944,50,5,3918,0,1,3,6,0
2871,182,645,20,5,1325,70,71,160,163,9
3507,2527,37,41,5,1591,0,1,1,3,0
2699,1497,944,0,19,388,0,0,0,1,0
3824,775,696,43,19,4232,63,114,51,37,61
3083,1113,697,43,5,3506,40,29,69,76,7
3293,748,0,0,19,2868,5,4,2,2,1
3788,2001,0,0,19,1411,11,5,7,2,5
3796,1874,282,0,16,3877,2,5,1,6,0
1463,1113,697,43,5,3130,40,29,69,76,7
3412,259,397,42,5,1093,1,2,3,8,1
3211,182,645,20,5,2922,70,71,160,163,9
3796,2155,851,41,5,3976,0,0,1,0,0
1981,182,645,20,5,2292,70,71,160,163,9
676,556,949,14,19,679,3,3,1,3,1
2439,906,809,0,16,1503,14,18,15,11,36
2317,2335,397,14,19,4008,28,23,38,34,7
887,2436,720,0,16,3722,9,11,5,2,10
3326,60,951,14,19,919,6,9,3,1,4
1727,900,679,78,1,474,0,1,0,0,0
1552,263,368,64,5,4276,2,3,5,7,3
1492,906,809,0,16,3928,14,18,15,11,36
1981,1965,0,0,5,2659,2,4,3,0,0
2426,1570,51,71,19,1126,1,10,3,2,1
726,775,696,43,19,2492,63,114,51,37,61
1604,1077,920,81,5,1289,3,4,4,3,1
1666,2432,50,43,19,2868,9,11,10,7,3
3326,1713,0,0,16,3018,1,2,0,1,0
40,834,761,55,5,3472,0,1,0,0,0
2526,1417,952,3,19,132,31,39,31,37,8
3297,799,671,50,16,2516,0,0,1,0,0
2026,2598,358,48,19,1805,0,0,3,1,0
3796,2775,929,3,19,2965,2,1,0,0,0
3764,2498,545,81,19,4096,26,41,32,40,11
3796,1601,475,0,19,2114,0,2,1,0,0
215,1744,944,14,19,722,33,24,32,35,5
2420,2335,397,14,19,4155,28,23,38,34,7
2318,2498,545,81,19,1648,26,41,32,40,11
3584,2663,352,48,5,3754,2,6,7,4,1
2318,2700,0,16,5,2766,0,0,0,1,0
3427,1965,0,0,5,2680,2,4,3,0,0
2589,2796,0,0,16,2288,6,3,3,1,1
2606,2481,0,39,19,1586,2,2,1,3,1
1557,1744,944,14,19,2927,33,24,32,35,5
3085,1509,518,64,5,1248,0,0,3,3,0
3479,485,845,81,5,1253,0,1,0,0,0
2042,2529,944,55,5,2087,2,3,2,7,0
232,409,0,0,16,1387,11,43,8,5,105
1981,182,645,20,5,2319,70,71,160,163,9
3433,2332,397,64,19,4329,30,30,42,23,18
2103,2348,953,48,19,1553,3,5,11,11,1
2103,1894,229,32,19,1101,8,22,6,4,16
3543,2432,50,43,19,492,9,11,10,7,3
3762,613,478,64,19,2943,4,4,3,4,4
2526,182,645,20,5,0,70,71,160,163,9
3326,1232,0,14,19,1896,17,5,17,24,2
2318,919,0,14,16,2286,0,1,1,2,1
3207,2332,397,64,19,951,30,30,42,23,18
1074,1278,1165,64,19,3273,1,1,1,3,0
42,2235,0,0,16,2766,0,1,0,0,0
2699,2028,196,16,19,646,16,15,20,10,11
3796,2407,947,64,19,312,5,8,8,8,3
105,2734,511,81,5,804,2,5,8,5,3
3809,2425,788,34,19,1475,2,1,0,1,1
2378,478,806,62,19,557,0,0,1,0,0
3419,1690,952,59,19,3517,2,2,4,2,0
3297,191,47,16,16,1260,0,0,0,0,0
462,409,0,0,16,935,11,43,8,5,105
3604,2000,0,0,19,827,18,9,8,5,8
3189,2436,720,0,16,3720,9,11,5,2,10
3401,114,1076,0,19,3575,3,0,2,0,3
3083,1744,944,14,19,1586,33,24,32,35,5
2816,1744,944,14,19,3832,33,24,32,35,5
706,1493,967,14,21,1665,0,0,0,0,0
1102,492,1048,55,15,2292,0,0,0,1,1
1872,1035,929,71,5,1601,1,0,4,1,0
462,646,0,14,19,1730,2,0,0,0,1
1423,1232,0,14,19,1196,17,5,17,24,2
3237,2236,486,0,16,3654,6,6,4,6,1
3529,1013,202,28,3,37,7,6,3,5,1
3080,1398,925,6,5,2153,1,0,0,1,0
3171,780,925,28,5,1746,0,1,0,0,0
1620,2177,1168,55,5,1933,0,0,2,1,1
1823,2393,84,64,19,2774,3,2,2,0,1
1309,2285,0,0,19,702,10,6,6,6,4
2833,1744,944,14,19,4287,33,24,32,35,5
3543,661,476,64,19,3256,8,8,10,5,5
3721,1486,0,0,19,2363,0,0,0,0,1
3756,229,0,0,16,1397,0,0,0,1,0
30,2654,788,64,19,4110,36,33,15,19,8
262,160,1075,0,16,3405,0,0,0,0,0
2088,1336,952,12,5,1397,11,10,21,16,4
2186,1483,592,48,19,2726,4,5,4,5,6
3758,1988,0,0,19,2292,9,5,11,11,0
1415,182,645,20,5,4264,70,71,160,163,9
1981,2332,397,64,19,1636,30,30,42,23,18
1808,233,1058,4,5,892,4,2,12,11,3
3221,1371,814,48,19,1157,13,22,11,4,2
3326,182,645,20,5,2109,70,71,160,163,9
2318,441,851,16,19,2322,1,0,1,1,0
1981,33,925,14,5,3399,6,5,4,11,1
1707,1512,374,29,1,2946,0,0,1,0,0
3389,1921,997,4,19,2363,12,5,9,3,4
3408,1400,401,48,19,318,9,8,10,18,3
2308,1992,903,78,16,2159,0,0,1,0,0
340,182,645,20,5,2271,70,71,160,163,9
3714,460,433,0,16,2960,0,0,1,0,0
3083,182,645,20,5,395,70,71,160,163,9
1389,215,944,68,10,1369,18,12,22,41,0
2177,2332,397,64,19,2542,30,30,42,23,18
3796,2219,0,64,16,2342,3,0,1,0,2
2880,209,0,0,19,3111,7,12,3,2,4
2318,263,368,64,5,2659,2,3,5,7,3
3391,752,62,6,16,373,1,0,0,0,1
3412,1336,952,12,5,62,11,10,21,16,4
2826,215,944,68,10,638,18,12,22,41,0
2860,236,519,14,19,1336,1,0,2,2,0
2815,2236,486,0,16,2747,6,6,4,6,1
1294,1575,839,64,19,97,0,1,0,0,0
988,1945,0,81,16,1434,1,0,0,0,0
1509,512,0,0,16,1586,0,1,0,0,0
1570,2487,985,64,16,3256,0,0,0,1,0
3831,288,397,71,19,3346,6,5,7,6,3
3775,764,1031,0,16,3204,0,0,0,0,0
1047,817,515,71,5,1805,1,1,1,1,0
2040,2099,0,0,5,640,0,0,2,0,1
3326,2334,0,53,19,2899,12,16,13,7,5
2871,480,378,0,16,3517,0,0,3,1,0
2699,2476,0,0,16,2279,0,0,1,0,0
1234,1698,894,64,5,4074,1,0,2,7,0
3796,2344,1028,50,19,0,1,1,3,1,1
352,946,915,39,19,2186,1,1,1,1,0
544,906,809,0,16,1373,14,18,15,11,36
3744,573,828,81,5,1411,2,0,0,0,0
2610,608,0,0,16,3357,0,0,1,1,0
3796,775,696,43,19,4185,63,114,51,37,61
1419,1626,722,0,21,3531,1,3,0,0,0
2318,597,843,81,19,0,1,1,2,2,0
3053,2674,397,71,5,2758,12,6,2,2,3
164,182,645,20,5,1928,70,71,160,163,9
2318,606,0,14,5,1268,2,2,1,3,0
2404,2018,0,39,5,3230,4,0,3,3,0
996,1813,741,50,5,1126,0,0,3,0,0
3818,1317,831,81,19,2342,0,1,1,0,0
2318,1902,373,0,16,4156,0,0,1,0,0
3171,1342,843,14,5,3579,1,0,0,0,0
3083,2609,0,0,5,2996,1,2,0,1,1
3780,1810,843,16,5,423,0,0,1,0,0
1629,2860,1170,64,5,4129,5,1,8,12,1
2609,1788,944,71,5,0,3,1,6,3,0
2863,805,0,0,16,296,1,0,0,0,0
3177,409,0,0,16,2447,11,43,8,5,105
1651,657,1092,55,5,1196,7,4,5,4,1
3221,496,952,23,19,1037,0,1,2,0,0
2997,2664,0,0,5,3465,1,0,0,0,0
2318,1106,307,16,16,1260,0,0,0,1,0
976,2824,0,55,10,1648,0,2,1,2,1
3265,1921,997,4,19,2802,12,5,9,3,4
1587,755,0,55,18,3287,0,0,0,0,1
2318,2187,1064,68,5,165,0,0,1,0,0
3796,1921,997,4,19,1421,12,5,9,3,4
3796,447,399,41,19,1397,10,17,27,19,8
2684,1998,581,55,18,1331,0,1,0,0,1
462,2432,50,43,19,1012,9,11,10,7,3
3326,2334,0,53,19,289,12,16,13,7,5
2950,1456,0,0,16,3870,0,2,1,1,1
3132,428,0,14,5,2957,15,9,20,19,2
3774,93,0,0,16,247,6,7,2,1,2
2716,1523,0,0,19,2439,2,0,3,3,1
2439,182,645,20,5,880,70,71,160,163,9
2798,17,929,20,19,3528,0,2,1,0,0
404,182,645,20,5,1805,70,71,160,163,9
2420,782,891,64,5,4029,1,0,1,2,0
2699,6,0,0,19,2420,2,1,1,0,0
3809,285,0,14,5,2980,1,0,1,1,0
462,1374,977,64,19,3324,0,0,0,1,0
426,1047,853,81,19,3749,2,4,1,1,0
2488,2856,0,48,16,825,2,0,0,1,0
2208,146,375,0,16,1753,0,0,2,3,0
3530,409,0,0,16,941,11,43,8,5,105
3412,1345,788,11,10,237,1,1,0,2,0
1378,1448,861,81,5,373,3,0,0,1,0
2932,1401,777,29,5,3517,3,2,2,5,0
3796,2432,50,43,19,1991,9,11,10,7,3
2191,1714,834,41,5,1578,0,1,1,2,2
3023,1544,0,0,5,1343,1,1,1,1,0
661,661,476,64,19,2146,8,8,10,5,5
2027,1371,814,48,19,1397,13,22,11,4,2
3169,1894,229,32,19,1101,8,22,6,4,16
2526,1858,919,64,19,2230,1,1,0,0,0
2466,1354,429,0,16,3554,1,4,3,3,0
3083,2282,0,78,19,140,5,1,6,4,2
2439,2243,56,11,10,3073,1,1,0,1,0
3509,1669,614,64,5,1078,2,2,4,1,1
3217,684,226,16,5,270,0,0,2,1,0
3326,580,562,0,11,2506,1,0,0,0,0
3505,182,645,20,5,4265,70,71,160,163,9
3505,1427,118,43,5,2915,0,0,0,0,0
3340,1499,0,0,18,2416,1,1,0,0,0
3083,2759,225,16,19,1586,1,2,5,3,0
462,272,0,0,16,4346,7,19,3,5,44
1415,775,696,43,19,1557,63,114,51,37,61
832,2551,843,81,5,1648,0,1,1,1,0
3747,2332,397,64,19,3256,30,30,42,23,18
998,1077,920,81,5,3599,3,4,4,3,1
3326,1013,202,28,3,1463,7,6,3,5,1
3246,1456,0,0,16,1763,0,2,1,1,1
2367,378,540,14,19,388,0,1,0,1,0
2699,720,0,0,5,4147,0,1,0,0,0
715,1232,0,14,19,1191,17,5,17,24,2
2699,182,645,20,5,1100,70,71,160,163,9
3796,515,37,43,19,1601,0,0,1,0,0
3045,2054,0,0,18,3775,0,0,1,0,0
3818,1709,851,0,5,3063,1,2,0,1,0
2770,99,0,0,16,1586,1,4,4,1,0
3212,2730,467,64,19,633,1,0,0,0,0
3467,2718,0,0,19,3465,0,0,1,1,0
3326,2332,397,64,19,1126,30,30,42,23,18
1826,2467,1095,14,19,861,0,0,1,0,0
3535,315,0,0,5,1260,1,3,0,0,0
2442,182,645,20,5,253,70,71,160,163,9
3797,1172,929,59,5,2855,1,1,0,1,0
1252,1113,697,43,5,321,40,29,69,76,7
2466,1919,343,14,19,1530,0,3,1,1,0
3432,182,645,20,5,67,70,71,160,163,9
2545,44,0,14,5,4100,1,2,2,4,0
2439,2278,156,81,19,2806,2,12,8,3,1
1553,775,696,43,19,1811,63,114,51,37,61
1058,215,944,68,10,351,18,12,22,41,0
3796,1371,814,48,19,1397,13,22,11,4,2
3721,2820,1143,50,16,2439,0,2,0,0,1
3750,215,944,68,10,2502,18,12,22,41,0
3053,1336,952,12,5,2798,11,10,21,16,4
1365,2239,503,20,5,2831,1,1,1,2,0
2390,943,955,55,12,1446,0,0,1,0,0
1158,719,0,0,5,575,11,8,5,1,9
458,1887,1008,28,19,2980,0,1,1,0,2
3202,735,1168,50,19,1427,0,4,1,2,0
382,513,944,34,5,3594,1,1,0,0,0
2827,1470,927,43,5,1894,0,0,1,0,0
3787,1954,364,29,19,2362,34,32,58,33,19
3035,1,0,0,16,2288,2,0,0,0,1
1504,443,617,81,16,2766,3,5,4,4,2
2193,1582,1001,0,19,603,0,3,2,3,0
3818,1865,0,0,19,1411,1,3,1,1,0
2318,447,399,41,19,3741,10,17,27,19,8
3297,856,0,0,5,3357,1,0,0,0,0
1552,1406,916,0,19,1586,0,1,0,0,0
563,77,0,0,19,575,5,5,4,0,0
1406,2717,944,71,5,3780,8,3,15,15,0
3326,708,936,14,5,2766,7,9,8,15,3
30,1894,229,32,19,530,8,22,6,4,16
2947,2741,0,0,5,3297,1,0,0,0,0
2829,2473,0,2,19,1910,9,19,9,6,6
3766,1251,94,6,20,1557,0,0,0,1,0
2420,2829,0,0,16,2422,0,0,0,0,0
1981,1080,916,16,5,1602,3,0,4,3,0
3326,399,0,50,18,2441,0,0,1,0,0
2205,2672,292,71,16,961,0,1,0,0,0
879,1047,853,81,19,1411,2,4,1,1,0
462,2286,0,64,19,2342,3,1,1,3,1
775,1326,0,16,5,3897,3,0,2,2,0
3818,1240,0,16,16,3280,0,0,1,0,0
125,2083,0,50,18,3973,0,0,0,0,0
2984,2707,71,0,16,1411,0,2,0,0,0
712,296,398,26,19,3528,0,1,4,4,0
3796,461,305,43,19,811,0,1,0,0,0
1185,2191,654,78,19,2342,0,0,0,1,0
529,1329,825,81,16,575,2,1,0,2,1
848,2153,929,81,19,1805,19,6,16,14,2
3211,708,936,14,5,3206,7,9,8,15,3
462,775,696,43,19,4309,63,114,51,37,61
653,752,62,6,16,2342,1,0,0,0,1
3083,2149,576,0,16,3301,0,2,3,4,0
3326,1929,397,22,19,2988,8,10,12,5,0
2424,2498,545,81,19,1411,26,41,32,40,11
98,300,0,0,16,654,1,0,1,0,0
715,708,936,14,5,2927,7,9,8,15,3
3815,2348,953,48,19,1397,3,5,11,11,1
2677,1553,944,64,19,1636,2,4,4,3,0
2198,77,0,0,19,591,5,5,4,0,0
3412,723,0,0,16,691,8,2,10,8,0
3774,1916,872,48,5,2050,0,0,0,2,0
2043,92,0,0,16,811,0,0,3,0,0
2732,2353,0,0,5,575,0,1,0,0,1
2660,33,925,14,5,622,6,5,4,11,1
1498,1160,495,39,5,2175,0,0,0,0,0
3796,182,645,20,5,95,70,71,160,163,9
3760,2000,0,0,19,576,18,9,8,5,8
547,154,799,78,16,1747,0,1,0,0,0
3743,946,915,39,19,2550,1,1,1,1,0
3432,2432,50,43,19,271,9,11,10,7,3
2435,1741,529,48,16,2514,0,0,0,0,0
2932,2028,196,16,19,4160,16,15,20,10,11
2407,2466,872,48,5,1397,0,0,1,0,0
2176,1404,402,50,5,861,1,1,4,4,0
2422,2860,1170,64,5,540,5,1,8,12,1
3459,1113,697,43,5,3102,40,29,69,76,7
3083,182,645,20,5,2101,70,71,160,163,9
3326,1113,697,43,5,361,40,29,69,76,7
2189,2335,397,14,19,603,28,23,38,34,7
2318,1548,0,53,5,201,1,0,0,1,1
2944,2248,122,25,19,388,7,8,10,12,3
1552,1954,364,29,19,2766,34,32,58,33,19
180,18,337,14,19,902,0,1,1,2,1
3796,2831,929,46,19,3779,0,0,0,1,1
576,519,119,55,5,3045,0,0,1,2,0
2534,1113,697,43,5,4309,40,29,69,76,7
1348,182,645,20,5,2053,70,71,160,163,9
3116,1041,229,14,19,1271,2,0,2,0,0
3138,409,0,0,16,934,11,43,8,5,105
2318,258,1168,15,19,1438,0,0,0,1,0
2439,1593,150,48,19,1850,1,0,0,1,0
53,1986,0,78,18,575,2,1,0,0,1
808,1425,851,55,19,1805,0,0,1,0,0
1705,886,0,55,19,1411,0,1,0,0,0
3650,1529,0,0,5,4151,1,0,5,7,1
1790,1113,697,43,5,3886,40,29,69,76,7
1071,751,876,78,1,1035,0,0,0,0,0
3796,775,696,43,19,2153,63,114,51,37,61
1981,2348,953,48,19,2563,3,5,11,11,1
1854,2309,851,41,5,2942,0,0,0,2,0
3530,38,856,81,19,2614,1,1,2,1,1
3166,572,925,9,19,811,4,1,0,0,0
2984,1744,944,14,19,2980,33,24,32,35,5
3323,718,50,64,16,3414,0,1,0,0,0
2699,182,645,20,5,4095,70,71,160,163,9
2605,2215,0,0,5,2279,3,1,4,2,1
1829,825,748,78,19,2412,2,3,2,2,1
3009,1400,401,48,19,1066,9,8,10,18,3
645,2766,0,81,19,1066,6,8,2,5,3
3798,1925,944,67,19,2717,0,0,1,1,0
2255,649,0,0,5,2140,2,1,6,7,0
